name	value
ENSPTRT00000000343.3	MTHFR
ENSPTRT00000000345.5	CLCN6
ENSPTRT00000000348.2	NPPA
ENSPTRT00000000349.3	NPPB
ENSPTRT00000000351.2	KIAA2013
ENSPTRT00000000352.4	PLOD1
ENSPTRT00000000354.5	MFN2
ENSPTRT00000000355.3	MIIP
ENSPTRT00000000357.3	TNFRSF8
ENSPTRT00000000361.4	TNFRSF1B
ENSPTRT00000043064.2	VPS13D
ENSPTRT00000000369.3	DHRS3
ENSPTRT00000000370.3	AADACL4
ENSPTRT00000000371.2	AADACL3
ENSPTRT00000000372.5	AADACL3
ENSPTRT00000000373.3	C1H1orf158
ENSPTRT00000045869.3	PRAMEF12
ENSPTRT00000059637.3	PRAMEF2
ENSPTRT00000059634.2	PRAMEF19
ENSPTRT00000059635.3	PRAMEF17
ENSPTRT00000059633.1	PRAMEF20
ENSPTRT00000000393.3	LRRC38
ENSPTRT00000000395.3	PDPN
ENSPTRT00000069789.1	5S_rRNA
ENSPTRT00000068143.2	PRDM2
ENSPTRT00000065778.2	KAZN
ENSPTRT00000000411.5	TMEM51
ENSPTRT00000000420.3	CTRC
ENSPTRT00000000421.3	CELA2A
ENSPTRT00000000424.3	CASP9
ENSPTRT00000000425.5	DNAJC16
ENSPTRT00000000426.4	AGMAT
ENSPTRT00000000431.4	DDI2
ENSPTRT00000064130.1	RSC1A1
ENSPTRT00000000435.2	PLEKHM2
ENSPTRT00000000438.3	SLC25A34
ENSPTRT00000000439.3	TMEM82
ENSPTRT00000000441.4	FBLIM1
ENSPTRT00000000444.4	SPEN
ENSPTRT00000000445.3	ZBTB17
ENSPTRT00000076291.1	C1H1orf64
ENSPTRT00000059601.2	HSPB7
ENSPTRT00000000450.5	CLCNKA
ENSPTRT00000000451.6	CLCNKB
ENSPTRT00000000458.3	FAM131C
ENSPTRT00000000459.2	EPHA2
ENSPTRT00000000462.3	ARHGEF19
ENSPTRT00000000464.3	RSG1
ENSPTRT00000000465.3	FBXO42
ENSPTRT00000000466.5	SZRD1
ENSPTRT00000000469.4	SPATA21
ENSPTRT00000000470.5	NECAP2
ENSPTRT00000000486.4	CROCC
ENSPTRT00000000494.4	MFAP2
ENSPTRT00000000499.3	ATP13A2
ENSPTRT00000000501.4	SDHB
ENSPTRT00000000502.4	PADI2
ENSPTRT00000000504.4	PADI1
ENSPTRT00000000505.3	PADI3
ENSPTRT00000000507.2	PADI4
ENSPTRT00000000510.2	RCC2
ENSPTRT00000050830.4	ARHGEF10L
ENSPTRT00000000514.4	ACTL8
ENSPTRT00000000516.3	IGSF21
ENSPTRT00000000518.2	KLHDC7A
ENSPTRT00000000521.5	PAX7
ENSPTRT00000000522.3	TAS1R2
ENSPTRT00000000524.4	ALDH4A1
ENSPTRT00000068354.1	ptr-mir-1290
ENSPTRT00000000526.4	UBR4
ENSPTRT00000059560.3	EMC1
ENSPTRT00000000532.3	MRTO4
ENSPTRT00000048542.2	AKR7A3
ENSPTRT00000000535.2	AKR7A2
ENSPTRT00000000537.3	PQLC2
ENSPTRT00000059552.3	CAPZB
ENSPTRT00000000542.5	MINOS1
ENSPTRT00000000546.1	HTR6
ENSPTRT00000000548.3	TMCO4
ENSPTRT00000000554.2	RNF186
ENSPTRT00000000555.4	OTUD3
ENSPTRT00000000556.1	PLA2G2E
ENSPTRT00000000557.3	PLA2G2A
ENSPTRT00000000558.4	PLA2G5
ENSPTRT00000000559.3	PLA2G2D
ENSPTRT00000000560.2	PLA2G2F
ENSPTRT00000075230.1	PLA2G2C
ENSPTRT00000000562.4	PLA2G2C
ENSPTRT00000000563.3	UBXN10
ENSPTRT00000000568.3	CAMK2N1
ENSPTRT00000000569.3	MUL1
ENSPTRT00000000570.4	FAM43B
ENSPTRT00000000571.3	CDA
ENSPTRT00000000572.4	PINK1
ENSPTRT00000060703.3	DDOST
ENSPTRT00000000577.3	KIF17
ENSPTRT00000000580.4	SH2D5
ENSPTRT00000044694.4	HP1BP3
ENSPTRT00000000582.4	EIF4G3
ENSPTRT00000068771.1	ptr-mir-1256
ENSPTRT00000046600.4	ECE1
ENSPTRT00000000587.4	NBPF3
ENSPTRT00000000592.2	ALPL
ENSPTRT00000048963.4	RAP1GAP
ENSPTRT00000000599.3	USP48
ENSPTRT00000000603.2	LDLRAD2
ENSPTRT00000000612.6	CELA3A
ENSPTRT00000043287.5	CELA3A
ENSPTRT00000000622.4	WNT4
ENSPTRT00000000625.3	ZBTB40
ENSPTRT00000000626.4	EPHA8
ENSPTRT00000068158.1	C1QA
ENSPTRT00000000633.5	C1QC
ENSPTRT00000050137.4	C1QB
ENSPTRT00000043268.4	EPHB2
ENSPTRT00000065879.1	KDM1A
ENSPTRT00000047379.3	KDM1A
ENSPTRT00000066222.2	LUZP1
ENSPTRT00000000643.4	HTR1D
ENSPTRT00000000644.5	HNRNPR
ENSPTRT00000044808.2	ZNF436
ENSPTRT00000000646.3	ZNF436
ENSPTRT00000049920.2	TCEA3
ENSPTRT00000000654.4	E2F2
ENSPTRT00000000655.3	ID3
ENSPTRT00000000656.3	MDS2
ENSPTRT00000000659.4	RPL11
ENSPTRT00000000660.3	TCEB3
ENSPTRT00000000661.3	PITHD1
ENSPTRT00000000663.3	GALE
ENSPTRT00000000664.4	HMGCL
ENSPTRT00000000666.3	FUCA1
ENSPTRT00000051035.2	CNR2
ENSPTRT00000045740.4	PNRC2
ENSPTRT00000059495.3	SRSF10
ENSPTRT00000000673.5	MYOM3
ENSPTRT00000000674.3	IL22RA1
ENSPTRT00000042722.3	IFNLR1
ENSPTRT00000067825.2	GRHL3
ENSPTRT00000000684.5	STPG1
ENSPTRT00000000685.5	NIPAL3
ENSPTRT00000000688.2	RCAN3
ENSPTRT00000000689.5	NCMAP
ENSPTRT00000000690.5	SRRM1
ENSPTRT00000000692.4	CLIC4
ENSPTRT00000000695.5	RUNX3
ENSPTRT00000000696.5	SYF2
ENSPTRT00000000698.4	RSRP1
ENSPTRT00000000729.5	MAN1C1
ENSPTRT00000044129.4	SELENON
ENSPTRT00000059472.2	MTFR1L
ENSPTRT00000072962.1	AUNIP
ENSPTRT00000000736.4	PAQR7
ENSPTRT00000000739.4	STMN1
ENSPTRT00000000740.3	PAFAH2
ENSPTRT00000000742.5	EXTL1
ENSPTRT00000059468.1	SLC30A2
ENSPTRT00000000744.2	TRIM63
ENSPTRT00000000745.3	PDIK1L
ENSPTRT00000046530.2	FAM110D
ENSPTRT00000000746.4	ZNF593
ENSPTRT00000000749.2	CATSPER4
ENSPTRT00000044568.3	CEP85
ENSPTRT00000000755.4	UBXN11
ENSPTRT00000000756.3	CD52
ENSPTRT00000000760.2	ZNF683
ENSPTRT00000000761.3	LIN28A
ENSPTRT00000059456.4	DHDDS
ENSPTRT00000000765.6	HMGN2
ENSPTRT00000000768.4	RPS6KA1
ENSPTRT00000000772.5	ARID1A
ENSPTRT00000037889.3	SFN
ENSPTRT00000000779.4	GPN2
ENSPTRT00000045440.2	GPATCH3
ENSPTRT00000000781.2	NR0B2
ENSPTRT00000000782.2	NUDC
ENSPTRT00000000784.4	KDF1
ENSPTRT00000000785.3	FAM46B
ENSPTRT00000000791.3	WDTC1
ENSPTRT00000000792.4	TMEM222
ENSPTRT00000000793.3	SYTL1
ENSPTRT00000000794.3	MAP3K6
ENSPTRT00000000796.3	FCN3
ENSPTRT00000059443.2	CD164L2
ENSPTRT00000000800.3	GPR3
ENSPTRT00000000804.4	AHDC1
ENSPTRT00000000806.4	FGR
ENSPTRT00000000808.3	IFI6
ENSPTRT00000000813.3	FAM76A
ENSPTRT00000000817.2	STX12
ENSPTRT00000000819.4	PPP1R8
ENSPTRT00000000822.6	THEMIS2
ENSPTRT00000059439.1	RPA2
ENSPTRT00000000824.3	SMPDL3B
ENSPTRT00000000825.4	XKR8
ENSPTRT00000061642.1	XKR8
ENSPTRT00000000827.4	EYA3
ENSPTRT00000000832.2	PTAFR
ENSPTRT00000000834.6	DNAJC8
ENSPTRT00000000836.4	ATPIF1
ENSPTRT00000000838.4	SESN2
ENSPTRT00000000840.3	MED18
ENSPTRT00000059434.2	PHACTR4
ENSPTRT00000000842.5	RCC1
ENSPTRT00000000845.2	TRNAU1AP
ENSPTRT00000000848.4	TAF12
ENSPTRT00000000850.4	GMEB1
ENSPTRT00000000851.3	YTHDF2
ENSPTRT00000000852.3	OPRD1
ENSPTRT00000044855.3	EPB41
ENSPTRT00000000863.4	TMEM200B
ENSPTRT00000000865.3	SRSF4
ENSPTRT00000000866.4	MECR
ENSPTRT00000045323.5	PTPRU
ENSPTRT00000000877.2	MATN1
ENSPTRT00000000880.4	LAPTM5
ENSPTRT00000048220.3	SDC3
ENSPTRT00000000885.3	PUM1
ENSPTRT00000000886.3	NKAIN1
ENSPTRT00000000888.5	SNRNP40
ENSPTRT00000000889.2	ZCCHC17
ENSPTRT00000000892.2	FABP3
ENSPTRT00000000893.3	SERINC2
ENSPTRT00000000896.3	TINAGL1
ENSPTRT00000000898.3	HCRTR1
ENSPTRT00000000899.3	PEF1
ENSPTRT00000000906.4	COL16A1
ENSPTRT00000000907.5	ADGRB2
ENSPTRT00000042431.3	SPOCD1
ENSPTRT00000000915.5	PTP4A2
ENSPTRT00000000919.2	KHDRBS1
ENSPTRT00000044784.2	TMEM39B
ENSPTRT00000000924.4	KPNA6
ENSPTRT00000000926.4	TXLNA
ENSPTRT00000047952.4	CCDC28B
ENSPTRT00000000929.5	IQCC
ENSPTRT00000072658.1	DCDC2B
ENSPTRT00000000932.2	TMEM234
ENSPTRT00000000934.3	EIF3I
ENSPTRT00000000936.2	FAM167B
ENSPTRT00000000940.4	LCK
ENSPTRT00000000944.2	MARCKSL1
ENSPTRT00000000945.2	TSSK3
ENSPTRT00000000946.4	BSDC1
ENSPTRT00000075990.1	ZBTB8A
ENSPTRT00000067944.2	ZBTB8A
ENSPTRT00000000954.4	SYNC
ENSPTRT00000000955.3	KIAA1522
ENSPTRT00000000956.3	YARS
ENSPTRT00000045664.3	S100PBP
ENSPTRT00000073759.1	FNDC5
ENSPTRT00000000958.5	FNDC5
ENSPTRT00000000961.3	HPCA
ENSPTRT00000000963.4	TMEM54
ENSPTRT00000045611.4	RNF19B
ENSPTRT00000000968.4	AK2
ENSPTRT00000000969.3	AZIN2
ENSPTRT00000064586.1	TRIM62
ENSPTRT00000000979.2	ZNF362
ENSPTRT00000000983.3	PHC2
ENSPTRT00000043815.4	ZSCAN20
ENSPTRT00000000989.3	CSMD2
ENSPTRT00000051905.1	5S_rRNA
ENSPTRT00000001007.3	C1H1orf94
ENSPTRT00000054594.1	ptr-mir-552
ENSPTRT00000043862.2	GJB5
ENSPTRT00000048188.3	GJB4
ENSPTRT00000046292.3	GJA4
ENSPTRT00000001009.3	SMIM12
ENSPTRT00000001010.6	DLGAP3
ENSPTRT00000001012.4	TMEM35B
ENSPTRT00000001011.6	ZMYM6
ENSPTRT00000050632.4	ZMYM1
ENSPTRT00000001018.4	SFPQ
ENSPTRT00000001019.3	ZMYM4
ENSPTRT00000001021.3	KIAA0319L
ENSPTRT00000042093.3	NCDN
ENSPTRT00000001025.2	TFAP2E
ENSPTRT00000001026.4	PSMB2
ENSPTRT00000001027.2	C1H1orf216
ENSPTRT00000047588.4	CLSPN
ENSPTRT00000001032.5	AGO4
ENSPTRT00000001033.2	AGO1
ENSPTRT00000001036.3	AGO3
ENSPTRT00000046993.3	TEKT2
ENSPTRT00000001039.2	ADPRHL2
ENSPTRT00000001909.5	COL8A2
ENSPTRT00000001042.3	TRAPPC3
ENSPTRT00000059386.2	MAP7D1
ENSPTRT00000001047.4	THRAP3
ENSPTRT00000063886.2	SH3D21
ENSPTRT00000001051.2	EVA1B
ENSPTRT00000001053.5	STK40
ENSPTRT00000001056.2	LSM10
ENSPTRT00000001059.5	OSCP1
ENSPTRT00000001060.3	MRPS15
ENSPTRT00000001066.5	CSF3R
ENSPTRT00000001067.4	GRIK3
ENSPTRT00000071237.1	5S_rRNA
ENSPTRT00000001069.4	ZC3H12A
ENSPTRT00000001072.3	MEAF6
ENSPTRT00000001073.4	SNIP1
ENSPTRT00000073808.1	SNIP1
ENSPTRT00000001075.1	DNALI1
ENSPTRT00000001076.3	GNL2
ENSPTRT00000001077.6	RSPO1
ENSPTRT00000001078.3	C1H1orf109
ENSPTRT00000001080.1	CDCA8
ENSPTRT00000023190.3	MANEAL
ENSPTRT00000001086.4	YRDC
ENSPTRT00000042692.3	MTF1
ENSPTRT00000059378.3	INPP5B
ENSPTRT00000001088.4	SF3A3
ENSPTRT00000001089.3	FHL3
ENSPTRT00000001090.2	UTP11L
ENSPTRT00000059374.2	POU3F1
ENSPTRT00000001093.5	RRAGC
ENSPTRT00000001094.3	MYCBP
ENSPTRT00000067416.2	GJA9
ENSPTRT00000001096.3	RHBDL2
ENSPTRT00000001098.3	NDUFS5
ENSPTRT00000069927.1	5S_rRNA
ENSPTRT00000075233.1	BMP8A
ENSPTRT00000001107.5	BMP8A
ENSPTRT00000048629.3	PABPC4
ENSPTRT00000001109.3	HEYL
ENSPTRT00000001110.1	NT5C1A
ENSPTRT00000001111.5	HPCAL4
ENSPTRT00000075154.1	HPCAL4
ENSPTRT00000001112.5	PPIE
ENSPTRT00000001113.3	BMP8B
ENSPTRT00000064902.2	BMP8B
ENSPTRT00000001115.4	TRIT1
ENSPTRT00000001117.4	MYCL
ENSPTRT00000048933.5	MFSD2A
ENSPTRT00000001121.3	CAP1
ENSPTRT00000001122.5	PPT1
ENSPTRT00000001123.2	RLF
ENSPTRT00000001124.3	TMCO2
ENSPTRT00000001125.3	ZMPSTE24
ENSPTRT00000001130.4	SMAP2
ENSPTRT00000044635.2	ZFP69B
ENSPTRT00000001132.3	ZFP69
ENSPTRT00000001133.4	EXO5
ENSPTRT00000001134.4	ZNF684
ENSPTRT00000007833.2	ZNF684
ENSPTRT00000001135.3	RIMS3
ENSPTRT00000001139.4	NFYC
ENSPTRT00000054227.1	ptr-mir-30e
ENSPTRT00000054278.1	ptr-mir-30c-1
ENSPTRT00000001143.3	KCNQ4
ENSPTRT00000001144.4	CITED4
ENSPTRT00000001145.4	CTPS1
ENSPTRT00000001147.4	SLFNL1
ENSPTRT00000065274.2	SCMH1
ENSPTRT00000001152.4	EDN2
ENSPTRT00000001153.5	HIVEP3
ENSPTRT00000001154.2	GUCA2B
ENSPTRT00000049469.1	GUCA2A
ENSPTRT00000059326.2	FOXJ3
ENSPTRT00000001158.4	RIMKLA
ENSPTRT00000046434.3	ZMYND12
ENSPTRT00000001164.4	TMSB4X
ENSPTRT00000001165.4	CCDC30
ENSPTRT00000001168.2	PPIH
ENSPTRT00000001171.2	CLDN19
ENSPTRT00000001178.4	C1H1orf50
ENSPTRT00000001180.3	SVBP
ENSPTRT00000001184.4	ERMAP
ENSPTRT00000001185.3	ZNF691
ENSPTRT00000001188.5	SLC2A1
ENSPTRT00000001189.3	FAM183A
ENSPTRT00000001191.2	EBNA1BP2
ENSPTRT00000053799.1	5S_rRNA
ENSPTRT00000001194.4	TMEM125
ENSPTRT00000074710.1	C1orf210
ENSPTRT00000001197.4	TIE1
ENSPTRT00000001202.5	CDC20
ENSPTRT00000076084.1	CDC20
ENSPTRT00000001203.4	ELOVL1
ENSPTRT00000001204.5	MED8
ENSPTRT00000001215.4	HYI
ENSPTRT00000049482.2	PTPRF
ENSPTRT00000001219.4	KDM4A
ENSPTRT00000061586.1	ST3GAL3
ENSPTRT00000001238.4	ARTN
ENSPTRT00000001239.2	IPO13
ENSPTRT00000001241.4	ATP6V0B
ENSPTRT00000001243.5	B4GALT2
ENSPTRT00000001246.4	CCDC24
ENSPTRT00000047245.5	SLC6A9
ENSPTRT00000001249.3	KLF17
ENSPTRT00000050153.4	DMAP1
ENSPTRT00000001254.3	ERI3
ENSPTRT00000001257.5	TMEM53
ENSPTRT00000049901.3	C1H1orf228
ENSPTRT00000001258.4	KIF2C
ENSPTRT00000001261.2	BEST4
ENSPTRT00000001263.2	PLK3
ENSPTRT00000001264.2	TCTEX1D4
ENSPTRT00000073942.1	BTBD19
ENSPTRT00000001265.4	PTCH2
ENSPTRT00000001269.4	EIF2B3
ENSPTRT00000071656.1	5S_rRNA
ENSPTRT00000001273.4	HECTD3
ENSPTRT00000001274.4	UROD
ENSPTRT00000001275.3	ZSWIM5
ENSPTRT00000001276.4	HPDL
ENSPTRT00000048022.4	MUTYH
ENSPTRT00000001278.2	TOE1
ENSPTRT00000001280.3	TESK2
ENSPTRT00000074575.1	CCDC163
ENSPTRT00000001284.5	MMACHC
ENSPTRT00000001285.4	PRDX1
ENSPTRT00000001286.3	AKR1A1
ENSPTRT00000001288.5	NASP
ENSPTRT00000001297.3	CCDC17
ENSPTRT00000001299.4	GPBP1L1
ENSPTRT00000001302.3	TMEM69
ENSPTRT00000048362.4	IPP
ENSPTRT00000001305.4	MAST2
ENSPTRT00000001309.2	PIK3R3
ENSPTRT00000001311.3	TSPAN1
ENSPTRT00000001312.5	POMGNT1
ENSPTRT00000001314.5	LURAP1
ENSPTRT00000001315.4	RAD54L
ENSPTRT00000001318.3	LRRC41
ENSPTRT00000001323.4	NSUN4
ENSPTRT00000001325.3	FAAH
ENSPTRT00000049902.3	DMBX1
ENSPTRT00000001328.2	KNCN
ENSPTRT00000001334.3	MOB3C
ENSPTRT00000073457.1	EFCAB14
ENSPTRT00000001339.2	EFCAB14
ENSPTRT00000001340.5	CYP4B1
ENSPTRT00000001344.4	CYP4A11
ENSPTRT00000001346.3	CYP4X1
ENSPTRT00000001342.3	CYP4Z1
ENSPTRT00000001348.4	CYP4A22
ENSPTRT00000001351.2	PDZK1IP1
ENSPTRT00000001352.4	TAL1
ENSPTRT00000048331.5	STIL
ENSPTRT00000001356.2	CMPK1
ENSPTRT00000001360.5	SLC5A9
ENSPTRT00000001363.4	SPATA6
ENSPTRT00000075894.1	RPL35A
ENSPTRT00000001367.6	BEND5
ENSPTRT00000001370.4	ELAVL4
ENSPTRT00000001371.4	DMRTA2
ENSPTRT00000001373.2	FAF1
ENSPTRT00000001374.3	CDKN2C
ENSPTRT00000059225.2	C1H1orf185
ENSPTRT00000073171.1	RNF11
ENSPTRT00000059224.3	TTC39A
ENSPTRT00000001379.3	EPS15
ENSPTRT00000046220.4	OSBPL9
ENSPTRT00000001385.4	NRDC
ENSPTRT00000061389.1	ptr-mir-761
ENSPTRT00000001389.3	RAB3B
ENSPTRT00000001390.1	TXNDC12
ENSPTRT00000001393.4	BTF3L4
ENSPTRT00000001394.5	ZFYVE9
ENSPTRT00000059203.1	CC2D1B
ENSPTRT00000001399.2	ORC1
ENSPTRT00000001401.4	PRPF38A
ENSPTRT00000001403.4	ZCCHC11
ENSPTRT00000047099.3	GPX7
ENSPTRT00000066816.1	FAM159A
ENSPTRT00000001408.3	COA7
ENSPTRT00000001409.4	ZYG11B
ENSPTRT00000059193.2	ZYG11A
ENSPTRT00000001410.4	ECHDC2
ENSPTRT00000001412.4	SCP2
ENSPTRT00000001413.4	PODN
ENSPTRT00000001414.3	SLC1A7
ENSPTRT00000001417.4	CPT2
ENSPTRT00000001418.3	C1orf123
ENSPTRT00000001419.3	MAGOH
ENSPTRT00000001424.5	LRP8
ENSPTRT00000001428.2	DMRTB1
ENSPTRT00000001430.2	GLIS1
ENSPTRT00000001436.3	NDC1
ENSPTRT00000001441.3	YIPF1
ENSPTRT00000043952.3	DIO1
ENSPTRT00000001443.3	HSPB11
ENSPTRT00000050057.3	LRRC42
ENSPTRT00000059171.2	LDLRAD1
ENSPTRT00000001447.2	TMEM59
ENSPTRT00000001448.3	TCEANC2
ENSPTRT00000064326.1	CDCP2
ENSPTRT00000001452.5	CYB5RL
ENSPTRT00000001453.2	MRPL37
ENSPTRT00000001460.3	SSBP3
ENSPTRT00000001461.4	ACOT11
ENSPTRT00000001466.4	FAM151A
ENSPTRT00000001476.5	TTC4
ENSPTRT00000001477.2	PARS2
ENSPTRT00000001478.4	TTC22
ENSPTRT00000001480.5	LEXM
ENSPTRT00000059162.2	LEXM
ENSPTRT00000001481.4	DHCR24
ENSPTRT00000001485.3	TMEM61
ENSPTRT00000001486.3	BSND
ENSPTRT00000001487.5	PCSK9
ENSPTRT00000001488.4	USP24
ENSPTRT00000001493.5	PRKAA2
ENSPTRT00000001496.4	C1H1orf168
ENSPTRT00000001497.5	C8A
ENSPTRT00000001500.2	C8B
ENSPTRT00000059153.2	DAB1
ENSPTRT00000001504.2	TACSTD2
ENSPTRT00000001505.4	MYSM1
ENSPTRT00000072270.1	JUN
ENSPTRT00000001507.5	FGGY
ENSPTRT00000001509.2	HOOK1
ENSPTRT00000001510.3	CYP2J2
ENSPTRT00000001512.3	C1H1orf87
ENSPTRT00000059144.4	NFIA
ENSPTRT00000059143.1	TM2D1
ENSPTRT00000001531.3	PATJ
ENSPTRT00000066680.1	L1TD1
ENSPTRT00000001533.5	KANK4
ENSPTRT00000001537.3	USP1
ENSPTRT00000001540.4	DOCK7
ENSPTRT00000001541.2	ANGPTL3
ENSPTRT00000001543.4	ATG4C
ENSPTRT00000071628.1	5S_rRNA
ENSPTRT00000059138.2	FOXD3
ENSPTRT00000001546.4	ALG6
ENSPTRT00000001549.4	ITGB3BP
ENSPTRT00000059135.2	EFCAB7
ENSPTRT00000049002.4	ROR1
ENSPTRT00000001558.4	UBE2U
ENSPTRT00000059133.3	UBE2U
ENSPTRT00000001562.5	CACHD1
ENSPTRT00000001563.4	RAVER2
ENSPTRT00000001566.4	JAK1
ENSPTRT00000054341.1	ptr-mir-101-1
ENSPTRT00000001569.4	AK4
ENSPTRT00000001571.4	DNAJC6
ENSPTRT00000001572.4	LEPROT
ENSPTRT00000067625.2	LEPR
ENSPTRT00000001578.5	PDE4B
ENSPTRT00000059123.3	SGIP1
ENSPTRT00000001584.3	TCTEX1D1
ENSPTRT00000001585.4	INSL5
ENSPTRT00000042388.5	MIER1
ENSPTRT00000001589.4	SLC35D1
ENSPTRT00000059115.2	C1orf141
ENSPTRT00000001591.2	IL23R
ENSPTRT00000001592.2	IL12RB2
ENSPTRT00000044001.3	SERBP1
ENSPTRT00000059106.1	GADD45A
ENSPTRT00000001595.6	GNG12
ENSPTRT00000001596.4	DIRAS3
ENSPTRT00000001597.4	WLS
ENSPTRT00000068412.1	ptr-mir-1262
ENSPTRT00000001600.3	RPE65
ENSPTRT00000001602.6	DEPDC1
ENSPTRT00000001610.4	LRRC7
ENSPTRT00000001614.4	LRRC40
ENSPTRT00000059097.3	SRSF11
ENSPTRT00000001618.2	ANKRD13C
ENSPTRT00000047663.2	HHLA3
ENSPTRT00000001620.2	CTH
ENSPTRT00000001625.4	PTGER3
ENSPTRT00000065204.2	ZRANB2
ENSPTRT00000001629.6	ZRANB2
ENSPTRT00000054271.1	ptr-mir-186
ENSPTRT00000001632.2	NEGR1
ENSPTRT00000070016.1	5S_rRNA
ENSPTRT00000059094.2	LRRIQ3
ENSPTRT00000059091.4	FPGT
ENSPTRT00000001638.3	TNNI3K
ENSPTRT00000001640.4	ERICH3
ENSPTRT00000001642.3	CRYZ
ENSPTRT00000001645.3	TYW3
ENSPTRT00000047154.1	LHX8
ENSPTRT00000001648.3	SLC44A5
ENSPTRT00000059079.3	ACADM
ENSPTRT00000001654.2	RABGGTB
ENSPTRT00000001655.4	MSH4
ENSPTRT00000001656.3	ASB17
ENSPTRT00000067760.2	ST6GALNAC3
ENSPTRT00000001659.4	siat7E
ENSPTRT00000042938.2	PIGK
ENSPTRT00000044916.4	AK5
ENSPTRT00000001667.3	ZZZ3
ENSPTRT00000072237.1	5S_rRNA
ENSPTRT00000001668.3	USP33
ENSPTRT00000048352.2	USP33
ENSPTRT00000001671.2	FAM73A
ENSPTRT00000069270.1	5S_rRNA
ENSPTRT00000061568.2	NEXN
ENSPTRT00000001685.5	FUBP1
ENSPTRT00000001687.4	DNAJB4
ENSPTRT00000001688.4	GIPC2
ENSPTRT00000052450.1	5S_rRNA
ENSPTRT00000063425.1	5S_rRNA
ENSPTRT00000059064.1	PTGFR
ENSPTRT00000001692.3	IFI44L
ENSPTRT00000001694.3	IFI44
ENSPTRT00000001695.4	ADGRL4
ENSPTRT00000059057.3	ADGRL2
ENSPTRT00000001702.3	TTLL7
ENSPTRT00000050257.3	PRKACB
ENSPTRT00000059050.2	SAMD13
ENSPTRT00000001706.1	DNASE2B
ENSPTRT00000001707.3	RPF1
ENSPTRT00000001708.4	GNG5
ENSPTRT00000001709.5	SPATA1
ENSPTRT00000001711.2	CTBS
ENSPTRT00000001713.3	SSX2IP
ENSPTRT00000001715.2	LPAR3
ENSPTRT00000059041.2	MCOLN2
ENSPTRT00000001719.3	MCOLN3
ENSPTRT00000047143.3	WDR63
ENSPTRT00000001725.4	SYDE2
ENSPTRT00000001727.4	C1orf52
ENSPTRT00000001726.5	C1orf52
ENSPTRT00000001729.5	BCL10
ENSPTRT00000001730.2	DDAH1
ENSPTRT00000001732.3	CYR61
ENSPTRT00000001733.3	ZNHIT6
ENSPTRT00000053364.1	5S_rRNA
ENSPTRT00000001738.4	ODF2L
ENSPTRT00000001743.4	CLCA2
ENSPTRT00000001745.3	CLCA1
ENSPTRT00000001744.6	CLCA4
ENSPTRT00000001748.5	SH3GLB1
ENSPTRT00000045891.3	SEP15
ENSPTRT00000001754.3	LMO4
ENSPTRT00000060706.1	5S_rRNA
ENSPTRT00000001761.3	PKN2
ENSPTRT00000001764.4	GTF2B
ENSPTRT00000001766.4	KYAT3
ENSPTRT00000001765.5	RBMX
ENSPTRT00000001767.4	GBP3
ENSPTRT00000001768.5	GBP1
ENSPTRT00000001770.4	GBP2
ENSPTRT00000067054.1	GBP7
ENSPTRT00000001772.6	GBP4
ENSPTRT00000001775.5	GBP5
ENSPTRT00000001776.4	GBP6
ENSPTRT00000051013.3	LRRC8B
ENSPTRT00000001779.4	LRRC8C
ENSPTRT00000059012.3	LRRC8C
ENSPTRT00000075970.1	LRRC8C
ENSPTRT00000001781.5	LRRC8D
ENSPTRT00000001784.3	ZNF326
ENSPTRT00000001785.4	BARHL2
ENSPTRT00000064271.2	ZNF644
ENSPTRT00000065671.2	HFM1
ENSPTRT00000001796.4	TGFBR3
ENSPTRT00000001800.4	BRDT
ENSPTRT00000001801.4	EPHX4
ENSPTRT00000001802.3	BTBD8
ENSPTRT00000059002.1	C1H1orf146
ENSPTRT00000059001.3	C1H1orf146
ENSPTRT00000001807.2	GLMN
ENSPTRT00000001808.2	RPAP2
ENSPTRT00000064110.2	RPAP2
ENSPTRT00000001813.3	EVI5
ENSPTRT00000001815.3	RPL5
ENSPTRT00000001816.4	FAM69A
ENSPTRT00000058993.2	MTF2
ENSPTRT00000001821.4	TMED5
ENSPTRT00000001825.5	CCDC18
ENSPTRT00000001826.4	DR1
ENSPTRT00000001828.5	FNBP1L
ENSPTRT00000063158.1	5S_rRNA
ENSPTRT00000001831.2	BCAR3
ENSPTRT00000061318.1	ptr-mir-760
ENSPTRT00000001832.4	DNTTIP2
ENSPTRT00000001833.3	GCLM
ENSPTRT00000046850.4	ABCA4
ENSPTRT00000042477.3	ARHGAP29
ENSPTRT00000001837.3	ABCD3
ENSPTRT00000050498.4	F3
ENSPTRT00000001841.4	SLC44A3
ENSPTRT00000001844.5	CNN3
ENSPTRT00000001845.4	ALG14
ENSPTRT00000001846.3	TMEM56
ENSPTRT00000001849.4	RWDD3
ENSPTRT00000048379.5	PTBP2
ENSPTRT00000001854.4	DPYD
ENSPTRT00000054282.1	ptr-mir-137
ENSPTRT00000001860.2	SNX7
ENSPTRT00000001862.3	PLPPR5
ENSPTRT00000001863.2	PLPPR4
ENSPTRT00000001867.4	PALMD
ENSPTRT00000001868.4	FRRS1
ENSPTRT00000001869.3	AGL
ENSPTRT00000001872.2	SLC35A3
